PM2.5,NO2,Fuzzy_Value,Fuzzy_Cat_Idx,Crisp_Value,Crisp_Cat_Idx,Match
193.48901213899083,147.34113769644406,4.444703145751477,4,4.436017237413423,4,True
109.71960993801308,177.28057734474154,4.33681783683294,4,3.5799074577371215,3,False
214.6494799778456,184.21143945903833,4.409264584497906,4,4.645715567348019,4,True
174.342007264841,100.72658503661984,4.405495464073471,4,4.246272144065991,4,True
23.544336971912383,104.05502294811382,2.4999999999999987,2,1.5013497953851562,1,False
243.905587909189,159.9740821527673,4.38771052417327,4,4.935640961262234,4,True
190.28492549758823,62.89013834884025,4.4476291136133845,4,4.404265027453577,4,True
196.51607631923846,167.47647246901371,4.32243906776084,4,4.466015170731192,4,True
32.02840816888647,98.82832930348468,2.499999999999996,2,1.8581905581763407,1,False
112.59648447389178,23.171344867053676,3.499999999999994,3,3.609615961901095,3,True
92.6995060581453,14.41182941458874,3.500000000000001,3,3.40414663790287,3,True
231.69124721215044,168.39864220789264,4.313889855222652,4,4.814597945345636,4,True
160.96628002016612,11.11358338137558,4.432544863596659,4,4.113719892091736,4,True
205.6904033177075,56.12228722673118,4.408026180776446,4,4.556931924770074,4,True
110.85354970683278,66.82600810030917,3.4999999999999964,3,3.591617267783942,3,True
56.80968044619422,34.59888903831876,3.500000000000019,3,3.033524624207274,3,True
138.6461967539587,62.778673960397846,3.499999999999998,3,3.8786224743822917,3,True
15.95431402604383,148.53851334501712,3.5000000000000027,3,1.5333378961928372,1,False
206.9077929981455,2.9365687120141537,4.458333333333332,4,4.568996146828469,4,True
157.91609978051622,165.4346849041373,4.340992256255414,4,4.083492880707818,4,True
189.52193502134347,171.30960471491164,4.286267338404432,4,4.396703860571872,4,True
88.6314920324671,74.45231463830963,3.500000000000002,3,3.362137641641915,3,True
242.67450609872583,30.72257981212696,4.409891525163102,4,4.9234410514288145,4,True
223.28028033054943,120.16808158901617,4.399696032009178,4,4.7312460212937335,4,True
194.59587426844047,23.934511172978866,4.458333333333332,4,4.44698614139896,4,True
48.659676962991895,72.9838722156505,2.499999999999998,2,2.6680644936548776,2,True
116.68025093175855,191.68583618019449,4.408952198927212,4,3.6517876281677912,3,False
10.950941446807194,199.09289451672743,4.371870411928597,4,2.0351813061345005,2,False
38.57237301688696,154.42097827091712,3.5000000000000013,3,2.1713027917863927,2,False
170.76223831061367,62.19230198415324,4.443900346500047,4,4.210796956231307,4,True
186.1905389769543,137.5330098332185,4.384325025920867,4,4.363690025897745,4,True
241.8774331085525,141.08127309680253,4.407764869921287,4,4.9155421299045745,4,True
